ID,State,Name,Category,Income,Qualification,Eligible Courses,Preference,Minimum Qualification,Description,Type,Award Amount,Duration,Application Deadline,Selection Process
538,Gujarat,Research Literature Scholarship by Ambani Institute,all,250000,HSC,Ph,the EWS category,81% in Class 12 or equivalent,Research Literature Scholarship by Ambani Institute provides financial assistance to students in all category. The award amount is INR 114438 per year.,Corporate,INR 114438,2 years,18th July 2025,Not Specified (likely Need-Based)
539,Andhra Pradesh,Innovation STEM Scholarship by Indian Government,all,250000,Diploma,Ph,the EWS category,52% in Class 12 or equivalent,Innovation STEM Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 104887 per year.,Corporate,INR 104887,1 years,29th August 2025,Not Specified (likely Need-Based)
540,Andhra Pradesh,Global Medical Scholarship by Ambani Institute,SEBC,500000,Engineering,HSC,the ST category,56% in Class 12 or equivalent,Global Medical Scholarship by Ambani Institute provides financial assistance to students in SEBC category. The award amount is INR 55544 per year.,NGO,INR 55544,1 years,2th August 2025,Not Specified (likely Need-Based)
541,Uttar Pradesh,Youth Medical Scholarship by Tata Foundation,SEBC,750000,Ph.D.,Post-Graduation,the Minority category,57% in Class 12 or equivalent,Youth Medical Scholarship by Tata Foundation provides financial assistance to students in SEBC category. The award amount is INR 20775 per year.,NGO,INR 20775,2 years,12th June 2025,Not Specified (likely Need-Based)
542,West Bengal,Diversity Agriculture Scholarship by Indian Science Society,SC,1000000,Medical,HSC,the SEBC category,75% in Class 12 or equivalent,Diversity Agriculture Scholarship by Indian Science Society provides financial assistance to students in SC category. The award amount is INR 65994 per year.,Corporate,INR 65994,2 years,5th June 2025,Not Specified (likely Need-Based)
543,Assam,Innovation Economics Scholarship by Tata Foundation,SC,500000,Medical,Ph,the EWS category,60% in Class 12 or equivalent,Innovation Economics Scholarship by Tata Foundation provides financial assistance to students in SC category. The award amount is INR 141977 per year.,Private,INR 141977,1 years,24th June 2025,Not Specified (likely Need-Based)
544,Maharashtra,Development Law Scholarship by JNU Research,ST,0,Medical,Ph,the EWS category,88% in Class 12 or equivalent,Development Law Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 47278 per year.,NGO,INR 47278,2 years,3th June 2025,Not Specified (likely Need-Based)
545,Madhya Pradesh,Empowerment Law Scholarship by Indian Science Society,SEBC,250000,Engineering,Ph,the General category,84% in Class 12 or equivalent,Empowerment Law Scholarship by Indian Science Society provides financial assistance to students in SEBC category. The award amount is INR 100678 per year.,International,INR 100678,1 years,8th July 2025,Not Specified (likely Need-Based)
546,Uttar Pradesh,Sustainability Medical Scholarship by Indian Education Trust,ST,750000,Diploma,Diploma,the EWS category,87% in Class 12 or equivalent,Sustainability Medical Scholarship by Indian Education Trust provides financial assistance to students in ST category. The award amount is INR 89401 per year.,Corporate,INR 89401,2 years,11th August 2025,Not Specified (likely Need-Based)
547,Tamil Nadu,Youth Law Scholarship by JNU Research,OBC,250000,Engineering,Ph,the OBC category,74% in Class 12 or equivalent,Youth Law Scholarship by JNU Research provides financial assistance to students in OBC category. The award amount is INR 144189 per year.,International,INR 144189,3 years,23th June 2025,Not Specified (likely Need-Based)
548,Uttarakhand,Sustainability STEM Scholarship by Indian Science Society,EWS,500000,Post-Graduation,Engineering,the SC category,55% in Class 12 or equivalent,Sustainability STEM Scholarship by Indian Science Society provides financial assistance to students in EWS category. The award amount is INR 26514 per year.,Government,INR 26514,2 years,12th August 2025,Not Specified (likely Need-Based)
549,Punjab,Community Economics Scholarship by Indian Education Trust,Minority,750000,Engineering,Graduation,the SC category,51% in Class 12 or equivalent,Community Economics Scholarship by Indian Education Trust provides financial assistance to students in Minority category. The award amount is INR 44994 per year.,International,INR 44994,4 years,20th August 2025,Not Specified (likely Need-Based)
550,Maharashtra,Innovation Economics Scholarship by Dr. APJ Abdul Kalam Foundation,EWS,1000000,Diploma,HSC,the SEBC category,77% in Class 12 or equivalent,Innovation Economics Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in EWS category. The award amount is INR 76105 per year.,International,INR 76105,2 years,12th July 2025,Not Specified (likely Need-Based)
551,West Bengal,Excellence Literature Scholarship by Ambani Institute,SC,750000,Ph.D.,Engineering,the Minority category,70% in Class 12 or equivalent,Excellence Literature Scholarship by Ambani Institute provides financial assistance to students in SC category. The award amount is INR 67732 per year.,International,INR 67732,3 years,21th June 2025,Not Specified (likely Need-Based)
552,Haryana,Research Entrepreneurship Scholarship by Tata Foundation,ST,750000,Graduation,Post-Graduation,the SEBC category,67% in Class 12 or equivalent,Research Entrepreneurship Scholarship by Tata Foundation provides financial assistance to students in ST category. The award amount is INR 67448 per year.,Government,INR 67448,2 years,3th July 2025,Not Specified (likely Need-Based)
553,Madhya Pradesh,Community Arts Scholarship by JNU Research,ST,500000,HSC,Post-Graduation,the Minority category,52% in Class 12 or equivalent,Community Arts Scholarship by JNU Research provides financial assistance to students in ST category. The award amount is INR 21997 per year.,Corporate,INR 21997,3 years,17th September 2025,Not Specified (likely Need-Based)
554,Uttar Pradesh,Research Economics Scholarship by Indian Education Trust,Minority,250000,Post-Graduation,Engineering,the SC category,75% in Class 12 or equivalent,Research Economics Scholarship by Indian Education Trust provides financial assistance to students in Minority category. The award amount is INR 121118 per year.,International,INR 121118,3 years,12th July 2025,Not Specified (likely Need-Based)
555,Madhya Pradesh,Excellence Medical Scholarship by IIT Foundation,SC,750000,HSC,HSC,the Minority category,54% in Class 12 or equivalent,Excellence Medical Scholarship by IIT Foundation provides financial assistance to students in SC category. The award amount is INR 90847 per year.,Private,INR 90847,3 years,21th August 2025,Not Specified (likely Need-Based)
556,Jharkhand,Merit Agriculture Scholarship by JNU Research,Minority,500000,Post-Graduation,Engineering,the General category,59% in Class 12 or equivalent,Merit Agriculture Scholarship by JNU Research provides financial assistance to students in Minority category. The award amount is INR 114215 per year.,Corporate,INR 114215,2 years,26th June 2025,Not Specified (likely Need-Based)
557,Kerala,Sustainability STEM Scholarship by Mahatma Gandhi Trust,OBC,750000,Post-Graduation,Medical,the OBC category,85% in Class 12 or equivalent,Sustainability STEM Scholarship by Mahatma Gandhi Trust provides financial assistance to students in OBC category. The award amount is INR 140878 per year.,International,INR 140878,3 years,29th September 2025,Not Specified (likely Need-Based)
558,Kerala,Sustainability Engineering Scholarship by Ambani Institute,SC,0,Graduation,Engineering,the SEBC category,89% in Class 12 or equivalent,Sustainability Engineering Scholarship by Ambani Institute provides financial assistance to students in SC category. The award amount is INR 119470 per year.,NGO,INR 119470,1 years,9th September 2025,Not Specified (likely Need-Based)
559,Uttar Pradesh,Leadership Law Scholarship by Mahatma Gandhi Trust,OBC,1000000,Ph.D.,Graduation,the all category,65% in Class 12 or equivalent,Leadership Law Scholarship by Mahatma Gandhi Trust provides financial assistance to students in OBC category. The award amount is INR 23630 per year.,International,INR 23630,4 years,5th July 2025,Not Specified (likely Need-Based)
560,Karnataka,Diversity Law Scholarship by Mahatma Gandhi Trust,SC,1000000,Engineering,Engineering,the ST category,66% in Class 12 or equivalent,Diversity Law Scholarship by Mahatma Gandhi Trust provides financial assistance to students in SC category. The award amount is INR 83219 per year.,Government,INR 83219,2 years,7th August 2025,Not Specified (likely Need-Based)
561,Chhattisgarh,Merit Arts Scholarship by JNU Research,SC,750000,Engineering,Diploma,the ST category,73% in Class 12 or equivalent,Merit Arts Scholarship by JNU Research provides financial assistance to students in SC category. The award amount is INR 77174 per year.,NGO,INR 77174,3 years,22th July 2025,Not Specified (likely Need-Based)
562,Kerala,Innovation STEM Scholarship by Indian Education Trust,SEBC,0,Graduation,Graduation,the ST category,70% in Class 12 or equivalent,Innovation STEM Scholarship by Indian Education Trust provides financial assistance to students in SEBC category. The award amount is INR 26581 per year.,Corporate,INR 26581,2 years,29th June 2025,Not Specified (likely Need-Based)
563,Telangana,Community Literature Scholarship by Indian Government,EWS,500000,Engineering,Diploma,the EWS category,66% in Class 12 or equivalent,Community Literature Scholarship by Indian Government provides financial assistance to students in EWS category. The award amount is INR 46323 per year.,Government,INR 46323,4 years,20th September 2025,Not Specified (likely Need-Based)
564,Assam,Development Law Scholarship by Bharti Enterprises,General,1000000,Post-Graduation,HSC,the OBC category,82% in Class 12 or equivalent,Development Law Scholarship by Bharti Enterprises provides financial assistance to students in General category. The award amount is INR 15573 per year.,NGO,INR 15573,1 years,3th June 2025,Not Specified (likely Need-Based)
565,West Bengal,Community Literature Scholarship by IIT Foundation,Minority,1000000,Post-Graduation,Graduation,the ST category,87% in Class 12 or equivalent,Community Literature Scholarship by IIT Foundation provides financial assistance to students in Minority category. The award amount is INR 57990 per year.,International,INR 57990,1 years,25th July 2025,Not Specified (likely Need-Based)
566,Gujarat,Diversity STEM Scholarship by JNU Research,Minority,750000,Post-Graduation,Diploma,the General category,87% in Class 12 or equivalent,Diversity STEM Scholarship by JNU Research provides financial assistance to students in Minority category. The award amount is INR 116434 per year.,Private,INR 116434,2 years,30th August 2025,Not Specified (likely Need-Based)
567,Andhra Pradesh,Diversity Medical Scholarship by Dr. APJ Abdul Kalam Foundation,all,1500000,Engineering,Post-Graduation,the General category,72% in Class 12 or equivalent,Diversity Medical Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in all category. The award amount is INR 114977 per year.,Private,INR 114977,1 years,17th September 2025,Not Specified (likely Need-Based)
